tceid,catid,n_planets,tce_num,tce_period,tce_time0bk,tce_duration,planet
219821435_2,219821435,2,2,1.094953,1613.06,0.05186154,0
219739842_2,219739842,2,2,5.753692,1613.066,0.09230271,1
199617067_1,199617067,2,1,12.14726,1617.6,0.1177274,0
229644348_1,229644348,1,1,0.7467082,1613.319,0.07090608,0
458486928_1,458486928,3,1,8.980221,1614.736,0.06137858,1
462240303_3,462240303,4,3,2.996179,1614.078,0.09093504,0
199710347_1,199710347,1,1,14.18101,1626.749,0.1605012,0
219871477_1,219871477,3,1,6.374007,1614.279,0.2037932,0
334835095_1,334835095,3,1,5.337484,1617.184,0.08886192,0
229768340_3,229768340,3,3,0.4960601,1613.225,0.04166667,0
332476410_1,332476410,1,1,0.2526267,1612.983,0.03369207,0
219857101_1,219857101,1,1,4.763843,1615.26,0.1183753,1
377054253_2,377054253,2,2,3.700176,1614.494,0.4658113,0
105850743_1,105850743,1,1,7.644185,1613.438,0.143757,1
259132248_2,259132248,3,2,6.665619,1615.376,0.1731005,0
142699183_1,142699183,3,1,4.46565,1613.438,0.2523848,0
230091561_1,230091561,2,1,4.057106,1616.773,0.1016113,0
272873230_1,272873230,1,1,0.2297062,1612.995,0.02083333,0
280035613_2,280035613,2,2,8.813159,1614.851,0.4771683,0
219502060_3,219502060,3,3,13.956,1626.71,0.05620821,0
6063135_1,6063135,1,1,13.96439,1626.643,0.5228725,0
359391392_1,359391392,1,1,27.98593,1613.352,0.5505879,0
18532769_1,18532769,1,1,1.36528,1612.922,0.1475057,0
376790780_1,376790780,1,1,28.31806,1612.984,0.625,0
230128292_1,230128292,8,1,1.873338,1614.287,0.1603084,0
284303789_2,284303789,2,2,13.46123,1625.953,0.6080813,0
289538829_1,289538829,1,1,2.998038,1613.597,0.3460569,0
236319705_2,236319705,3,2,2.909673,1615.708,0.1521159,0
233723310_2,233723310,3,2,5.628821,1612.856,0.08223513,1
229586455_1,229586455,1,1,3.099889,1614.904,0.08590212,0
135819633_3,135819633,3,3,6.577334,1613.826,0.0844765,1
230388662_1,230388662,1,1,0.9088075,1612.997,0.03656496,1
232649445_1,232649445,1,1,12.07691,1615.426,0.08032125,1
334835095_3,334835095,3,3,21.36571,1619.085,1.20168,0
359589842_3,359589842,5,3,13.66431,1613.335,0.04067626,0
462281411_3,462281411,3,3,4.910252,1614.796,0.1042063,0
353782445_2,353782445,2,2,16.34937,1624.479,0.4529279,0
399161029_2,399161029,2,2,14.57156,1627.014,0.6644821,0
459492551_1,459492551,3,1,9.193798,1616.286,0.2652158,0
357034031_3,357034031,3,3,8.161374,1612.983,0.1012225,0
311277082_1,311277082,2,1,3.056758,1614.334,0.1406168,0
291680948_1,291680948,1,1,28.42917,1612.946,0.625,0
459968742_2,459968742,2,2,6.876289,1616.409,0.2984078,0
219502060_2,219502060,3,2,5.844881,1616.782,0.219718,0
237211223_1,237211223,2,1,14.07596,1626.631,0.7165975,0
274554671_2,274554671,3,2,16.35234,1613.224,0.4755308,0
390017839_1,390017839,1,1,27.70287,1613.097,0.4181971,0
298645086_2,298645086,2,2,8.091823,1619.219,0.1248352,0
219751163_1,219751163,1,1,24.4223,1617.079,0.3810631,0
135888457_1,135888457,1,1,4.38779,1616.516,0.169261,0
229963053_1,229963053,1,1,4.537115,1615.79,0.3124199,0
376869175_2,376869175,2,2,2.315164,1613.101,0.1592089,0
149689521_1,149689521,3,1,9.866306,1616.8,0.06885571,0
236783589_1,236783589,1,1,28.21998,1612.935,0.2606402,0
424384466_1,424384466,1,1,14.4069,1626.678,0.1505206,0
353895145_1,353895145,1,1,0.567261,1613.336,0.08333333,0
219771690_1,219771690,1,1,5.572531,1617.784,0.06929267,1
272852406_1,272852406,1,1,17.36313,1621.27,0.1910597,1
198412265_1,198412265,1,1,7.276914,1619.068,0.2023229,1
416105907_1,416105907,4,1,9.127039,1615.942,0.1062762,0
229596879_1,229596879,1,1,1.471517,1613.382,0.1917892,0
318469577_2,318469577,2,2,13.85644,1615.409,0.112423,0
296740769_1,296740769,1,1,17.63278,1616.94,0.06778146,1
233495805_1,233495805,2,1,5.022768,1613.788,0.1331998,0
229782843_2,229782843,3,2,3.429757,1614.741,0.1952192,0
334795235_1,334795235,1,1,8.528331,1617.921,0.1583819,1
230052083_1,230052083,1,1,8.248723,1614.041,0.05924613,1
288428750_2,288428750,2,2,1.226354,1613.14,0.06723667,0
219104773_2,219104773,2,2,4.828512,1615.26,0.2046205,0
5986427_1,5986427,1,1,19.17177,1621.789,0.4038359,0
219822134_1,219822134,1,1,3.158342,1615.69,0.07481308,0
237228873_1,237228873,1,1,14.48573,1626.18,0.6011637,0
287138942_1,287138942,1,1,14.03931,1626.618,0.6678075,0
232637510_2,232637510,9,2,2.330764,1614.421,0.1915957,0
198278244_1,198278244,2,1,4.951389,1613.102,0.3125,0
355957040_3,355957040,6,3,21.15541,1619.532,0.1306801,0
359584385_1,359584385,2,1,2.446619,1612.981,0.08296429,0
394130950_1,394130950,1,1,14.2591,1626.701,0.05009042,0
462242624_2,462242624,2,2,6.793919,1615.743,0.04894617,0
152859121_3,152859121,3,3,1.481168,1613.9,0.1057537,1
18315172_1,18315172,1,1,4.801187,1615.989,0.5945742,0
255861435_1,255861435,1,1,21.09514,1613.003,0.6372633,0
441733151_1,441733151,2,1,3.329086,1615.29,0.1487261,0
264221810_1,264221810,2,1,3.004722,1615.548,0.05951604,0
307915225_1,307915225,1,1,13.95824,1613.242,0.3661627,0
284355773_1,284355773,3,1,9.854502,1619.555,0.2129969,0
369043990_1,369043990,2,1,9.779728,1615.535,0.2365415,0
281941695_1,281941695,4,1,9.48728,1620.708,0.2528278,1
229744771_1,229744771,1,1,14.00523,1612.959,0.5144508,0
181295817_1,181295817,1,1,14.01796,1626.514,0.8961142,0
233526869_1,233526869,1,1,0.2109606,1612.912,0.04031591,0
272917736_1,272917736,1,1,17.81374,1622.889,0.6324225,0
165553836_2,165553836,2,2,7.235055,1614.024,0.2458442,0
441803643_1,441803643,1,1,16.90234,1619.633,0.073234,1
420132498_2,420132498,2,2,9.629269,1618.054,0.09072417,0
236770208_1,236770208,2,1,4.656855,1614.286,0.06967425,0
441728026_2,441728026,2,2,3.278419,1613.682,0.1152018,1
441722462_1,441722462,1,1,8.588665,1618.558,0.05268425,1
329071596_1,329071596,2,1,5.499259,1616.236,0.1342734,0
399787737_2,399787737,2,2,3.489826,1615.271,0.2076774,0
72301361_1,72301361,1,1,13.90057,1626.706,0.05336158,0
198281945_1,198281945,2,1,6.892719,1616.516,0.1323392,0
258198274_2,258198274,2,2,3.668937,1615.104,0.1018815,0
236740417_2,236740417,2,2,14.41847,1612.966,0.5213508,0
8446200_3,8446200,4,3,1.01488,1613.255,0.1336573,0
359498099_1,359498099,1,1,14.56535,1613.094,0.3459622,0
284188970_1,284188970,1,1,0.401277,1613.208,0.06781363,0
136020790_3,136020790,3,3,2.924513,1613.153,0.1621076,1
232600627_7,232600627,9,7,1.354757,1613.99,0.02542748,0
350188177_2,350188177,2,2,11.71248,1624.556,0.2671653,0
236761089_2,236761089,2,2,3.56001,1614.781,0.1820333,1
287151388_2,287151388,2,2,1.283582,1613.053,0.08008063,1
233746487_2,233746487,2,2,0.4509672,1613.229,0.04951362,0
441804568_3,441804568,3,3,13.95103,1613.144,0.1445348,0
441795296_1,441795296,1,1,3.289301,1615.091,0.1737838,0
160583570_1,160583570,2,1,3.408333,1614.291,0.08333333,0
229953492_1,229953492,1,1,2.084727,1614.288,0.1286511,1
232682645_1,232682645,2,1,6.422741,1613.491,0.2186721,0
441794991_2,441794991,3,2,9.745308,1622.629,0.303949,0
398866826_1,398866826,1,1,13.87986,1626.566,0.5050846,0
230068508_1,230068508,1,1,4.023076,1614.487,0.1420667,1
180350944_2,180350944,2,2,12.07738,1620.422,0.1945596,0
193344788_1,193344788,3,1,7.595793,1614.507,0.6778125,0
181291655_3,181291655,3,3,13.96378,1613.041,0.0510375,0
420175251_1,420175251,1,1,13.66103,1613.343,0.05129704,0
232637510_4,232637510,9,4,0.8376735,1612.939,0.02316684,0
46174351_3,46174351,3,3,13.93222,1613.258,0.3099205,0
219761781_1,219761781,1,1,24.11636,1617.335,0.2139435,0
459977474_1,459977474,1,1,14.83228,1626.338,0.4386267,0
318951577_1,318951577,1,1,26.42133,1614.657,0.4064459,0
39514890_1,39514890,1,1,21.52484,1613.213,0.4290188,0
423024919_1,423024919,1,1,17.56552,1616.677,0.7112517,0
270826460_2,270826460,2,2,6.783888,1619.541,0.6156129,0
193872669_2,193872669,2,2,14.07647,1626.704,0.5968013,1
235682979_5,235682979,5,5,14.54571,1626.527,0.6684667,0
284383301_1,284383301,1,1,14.00205,1613.301,0.2703021,0
376664523_3,376664523,4,3,8.8574,1619.007,0.1115816,0
274699084_1,274699084,1,1,4.654325,1616.315,0.2161158,1
233711148_1,233711148,1,1,6.11911,1616.446,0.1895934,1
441728165_1,441728165,1,1,14.68276,1626.497,0.3784812,0
198187008_2,198187008,2,2,6.708882,1614.487,0.1440848,0
47584277_1,47584277,1,1,25.43845,1615.199,0.07701104,0
219811991_1,219811991,1,1,9.031623,1615.489,0.1459044,1
229588573_1,229588573,1,1,5.51144,1616.629,0.15015,0
229589141_1,229589141,1,1,14.00071,1625.948,0.2312912,1
420135975_1,420135975,2,1,13.33158,1613.257,0.2859424,0
420129036_1,420129036,3,1,13.98131,1626.701,0.1155786,0
259272160_1,259272160,1,1,13.99629,1626.598,0.6350658,0
459394822_2,459394822,2,2,8.252501,1612.934,0.1340506,0
52799783_1,52799783,2,1,7.85981,1613.055,0.2757047,0
414341471_1,414341471,1,1,18.58337,1621.849,0.2194224,0
229451096_1,229451096,1,1,4.172085,1614.23,0.05395525,1
219821435_1,219821435,2,1,1.094945,1613.677,0.05865025,0
219892254_1,219892254,2,1,2.315278,1614.366,0.1458333,0
219892254_2,219892254,2,2,2.31508,1614.981,0.1415898,0
229686000_3,229686000,3,3,23.61424,1616.742,0.7189167,0
233571326_2,233571326,3,2,2.252206,1615.066,0.12781,0
337580276_1,337580276,1,1,19.76748,1613.013,0.56064,0
46304121_1,46304121,2,1,3.105508,1615.801,0.04166667,0
417570441_1,417570441,2,1,2.056895,1613.513,0.04295492,0
137034724_1,137034724,2,1,4.611643,1614.14,0.1295262,0
159971684_2,159971684,2,2,4.963871,1616.777,0.09946871,0
198582674_2,198582674,2,2,5.718601,1615.245,0.07995012,0
274456990_1,274456990,1,1,2.11853,1614.893,0.1474095,0
172607904_1,172607904,2,1,7.07375,1614.768,0.4653146,1
398657503_3,398657503,3,3,2.965027,1613.892,0.09433329,0
233576190_2,233576190,2,2,9.379558,1620.214,0.2045792,0
232637510_3,232637510,9,3,14.19589,1617.133,0.06404242,0
332504422_2,332504422,2,2,0.6804393,1613.315,0.02744342,0
233742990_1,233742990,1,1,26.90548,1614.664,0.2696992,0
277549382_2,277549382,3,2,6.285021,1616.601,0.1579417,0
230073286_1,230073286,1,1,17.70043,1623.248,0.06822562,0
229650439_1,229650439,1,1,6.927122,1617.135,0.04789542,1
255909268_2,255909268,2,2,3.511698,1614.708,0.2003293,0
116046753_1,116046753,1,1,28.31111,1612.937,0.4375,0
236316983_1,236316983,1,1,5.66283,1613.424,0.05262638,1
233063693_2,233063693,2,2,8.436402,1613.339,0.2668804,0
329153513_1,329153513,2,1,7.16075,1613.176,0.3207476,0
287152027_1,287152027,2,1,6.586353,1613.592,0.2085913,0
232637613_1,232637613,3,1,1.257246,1613.678,0.1776037,0
471012596_1,471012596,2,1,14.06734,1626.619,0.7954221,0
5899158_1,5899158,1,1,7.753861,1618.776,0.09390192,0
198236749_1,198236749,2,1,0.219918,1613.061,0.02210383,0
371332080_1,371332080,1,1,28.23654,1613.438,0.5034729,0
198242755_1,198242755,1,1,14.49337,1626.605,0.2794848,0
257797160_1,257797160,2,1,4.300907,1614.616,0.0820485,0
198279258_1,198279258,1,1,14.05449,1626.568,0.6551162,0
172715124_1,172715124,2,1,3.915145,1613.704,0.07224433,0
237100253_1,237100253,1,1,13.9835,1626.602,0.5202383,0
219742885_1,219742885,1,1,2.86523,1613.246,0.04262183,1
198412375_1,198412375,2,1,8.006304,1615.658,0.1232213,0
355957040_6,355957040,6,6,11.71596,1618.38,3.217182,0
326927305_1,326927305,1,1,6.050898,1618.002,0.1524568,1
176076360_1,176076360,1,1,14.17342,1626.756,0.190134,0
5894837_1,5894837,1,1,16.96478,1624.377,0.4485688,0
332504097_1,332504097,1,1,13.94278,1613.305,0.3970123,1
165529235_1,165529235,1,1,24.66602,1613.001,0.09507612,0
198238482_2,198238482,2,2,9.02433,1617.979,0.2098953,0
39983205_1,39983205,2,1,11.29961,1616.235,0.1634673,1
366120745_1,366120745,1,1,14.61519,1619.44,0.3751782,0
143100422_1,143100422,1,1,27.32361,1614.037,0.625,0
276854735_1,276854735,1,1,3.524964,1613.329,0.08024271,0
296775751_2,296775751,2,2,8.685028,1620.84,0.2265682,0
153178103_1,153178103,2,1,1.482605,1613.892,0.1006953,0
39302760_1,39302760,1,1,6.556578,1615.255,0.2116171,1
232639067_2,232639067,2,2,2.315068,1613.263,0.09706729,0
270797401_1,270797401,1,1,5.898689,1613.357,0.138152,1
237211223_2,237211223,2,2,18.51225,1614.904,0.1229659,0
233045917_1,233045917,1,1,5.092283,1613.313,0.1491931,1
459976095_2,459976095,2,2,5.305535,1616.312,0.08340692,0
357518094_2,357518094,2,2,6.78441,1614.374,0.1649527,0
72299286_1,72299286,1,1,14.57238,1626.546,0.3137417,0
58361807_1,58361807,1,1,20.49488,1614.408,0.3623602,1
318469577_1,318469577,2,1,13.853,1612.966,0.2234134,0
188641597_1,188641597,1,1,3.139494,1613.238,0.06945512,0
163783219_1,163783219,1,1,3.574799,1614.828,0.07193796,0
232610445_1,232610445,4,1,9.366667,1616.639,0.125,0
298493322_1,298493322,1,1,19.87729,1620.392,0.2605127,0
229945986_1,229945986,1,1,14.51828,1626.569,0.2756287,0
229473874_2,229473874,2,2,4.995453,1616.669,0.1365825,0
157575132_1,157575132,1,1,14.23218,1626.712,0.08364158,0
258872498_2,258872498,2,2,6.213283,1618.779,0.1086722,0
274384497_2,274384497,2,2,8.644273,1621.19,0.1351978,0
286232900_3,286232900,5,3,12.98501,1612.896,0.1827678,0
229585356_1,229585356,1,1,11.4103,1623.321,0.1543953,1
236320474_1,236320474,1,1,8.100142,1620.295,0.07234612,0
298319148_1,298319148,1,1,19.97846,1612.97,0.3211607,0
230221126_1,230221126,2,1,13.95438,1626.561,0.2624625,0
356822358_3,356822358,3,3,13.94226,1625.399,1.123215,1
189843364_2,189843364,2,2,8.974321,1621.692,0.1086309,0
367855005_2,367855005,2,2,7.647344,1620.448,0.244632,0
289570407_1,289570407,1,1,1.329207,1612.954,0.0883405,1
320525039_2,320525039,2,2,9.729587,1617.342,0.1516631,0
460430741_2,460430741,2,2,19.43129,1620.91,0.6155346,0
85521725_1,85521725,1,1,14.62841,1626.619,0.4917287,0
219796423_1,219796423,1,1,10.3789,1613.712,0.1596825,1
233211748_1,233211748,2,1,2.640813,1613.886,0.05001179,0
229675164_1,229675164,1,1,14.06085,1618.239,0.1538151,1
157641213_2,157641213,2,2,9.216099,1613.808,0.4387392,0
193557191_2,193557191,2,2,5.910393,1614.921,0.09715096,1
274457752_2,274457752,2,2,8.202418,1615.246,0.07385642,0
341839832_2,341839832,2,2,5.482702,1616.409,0.137449,0
356700209_1,356700209,1,1,1.61289,1613.08,0.06606542,1
237222539_1,237222539,2,1,13.42634,1613.23,0.3586338,0
115448032_1,115448032,2,1,8.120263,1615.104,0.1039827,0
235682979_4,235682979,5,4,2.065678,1612.939,0.0644395,0
441728026_1,441728026,2,1,4.099064,1616.249,0.2169504,1
230120153_1,230120153,1,1,20.1937,1621.124,0.2820863,0
289580340_2,289580340,2,2,5.69874,1613.718,0.2172354,0
52437233_2,52437233,2,2,4.050977,1615.18,0.04312633,0
149625011_1,149625011,2,1,3.890558,1615.834,0.07670579,0
233528099_1,233528099,1,1,8.890733,1614.069,0.1291706,1
237222539_2,237222539,2,2,11.78728,1613.732,0.630385,0
229639858_2,229639858,3,2,4.004821,1614.294,0.2162865,0
376925533_3,376925533,3,3,27.18129,1614.125,0.5667829,0
281941695_2,281941695,4,2,9.488928,1615.23,0.2096742,1
172607465_1,172607465,2,1,8.257726,1613.22,0.1054048,0
54695634_1,54695634,1,1,13.89413,1626.692,0.1243126,0
199709310_2,199709310,2,2,8.474095,1614.163,0.05484367,0
137054102_1,137054102,1,1,1.65,1612.856,0.1458333,0
296856546_1,296856546,1,1,14.94771,1626.145,1.094089,0
32491788_2,32491788,2,2,2.727429,1614.646,0.08311558,0
284889073_1,284889073,1,1,23.18882,1617.946,0.3691129,0
272518865_1,272518865,1,1,15.19636,1625.905,0.6445325,0
219852971_1,219852971,1,1,27.82482,1613.567,0.4660325,0
287079685_1,287079685,1,1,6.201858,1613.837,0.2258805,0
232637613_3,232637613,3,3,14.26675,1626.695,0.03661317,0
356015881_1,356015881,1,1,6.229198,1615.171,0.1161352,1
291161401_1,291161401,1,1,18.58964,1617.661,0.111998,0
291073501_1,291073501,1,1,25.31652,1638.005,0.3999885,0
219735056_1,219735056,1,1,28.42195,1613.219,0.5394187,0
116047785_1,116047785,2,1,15.8015,1624.533,0.46512,0
258919886_1,258919886,1,1,27.54587,1613.392,0.6231346,0
406856834_1,406856834,1,1,4.519977,1615.733,0.04119125,1
46304121_2,46304121,2,2,3.105751,1613.666,0.230377,0
229774503_2,229774503,3,2,3.328075,1615.181,0.2117241,0
232629531_1,232629531,1,1,28.47083,1612.925,0.5208333,0
356918522_2,356918522,2,2,1.363284,1613.927,0.03936559,0
219766063_2,219766063,2,2,14.46764,1626.625,0.2257126,0
115289233_1,115289233,1,1,14.19749,1626.734,0.1246126,0
219736965_1,219736965,2,1,1.360693,1614.047,0.04166667,0
233497034_1,233497034,3,1,3.807258,1614.613,0.2395959,0
356347230_4,356347230,4,4,8.330518,1613.847,0.05965529,0
229583294_2,229583294,2,2,7.213908,1617.397,0.06734342,0
233128986_1,233128986,1,1,13.77535,1613.427,0.5959379,0
441800672_1,441800672,1,1,11.89364,1622.362,0.2492588,0
229554302_1,229554302,3,1,0.9270449,1613.057,0.05684583,0
356347230_1,356347230,4,1,0.5075014,1613.141,0.04166667,0
362104094_1,362104094,1,1,16.08402,1613.008,0.2868828,1
258242212_2,258242212,3,2,13.95623,1613.02,0.1364699,0
235680895_1,235680895,1,1,12.93337,1613.282,0.1945718,0
233623312_1,233623312,1,1,28.41111,1612.948,0.4375,0
230383226_2,230383226,2,2,5.454811,1615.184,0.2324946,0
198239119_1,198239119,2,1,3.15803,1615.72,0.07832154,0
287152402_5,287152402,6,5,1.666095,1613.506,0.03021534,0
230221126_2,230221126,2,2,13.8466,1613.749,0.5840871,0
353780614_1,353780614,1,1,8.317374,1619.406,0.1490984,1
286232900_2,286232900,5,2,14.42226,1616.149,0.04315037,0
357498294_1,357498294,1,1,3.121663,1615.84,0.259406,0
229581322_1,229581322,1,1,6.188239,1618.943,0.06875754,1
410970053_1,410970053,1,1,1.758701,1613.001,0.07591046,1
