tceid,catid,n_planets,tce_num,tce_period,tce_time0bk,tce_duration,planet
410728494_1,410728494,1,1,12.96339,1615.7,3.626506,0
410805002_1,410805002,1,1,14.83224,1626.405,14.15538,0
40633940_1,40633940,1,1,14.24365,1626.717,1.846143,0
40678460_1,40678460,1,1,19.64175,1620.664,5.906246,0
52400876_1,52400876,1,1,1.095803,1613.899,1.100623,1
52437233_1,52437233,2,1,4.050951,1616.735,1.080153,0
52437233_2,52437233,2,2,4.050977,1615.18,1.035032,0
52536566_1,52536566,1,1,14.00354,1613.365,2.22659,0
52602461_1,52602461,1,1,14.16264,1626.976,14.40392,0
459384684_1,459384684,1,1,13.86652,1626.628,8.980062,0
459394822_1,459394822,2,1,8.248193,1617.359,3.524396,0
459394822_2,459394822,2,2,8.252501,1612.934,3.217215,0
459417590_1,459417590,2,1,6.285169,1614.753,2.565958,0
459417590_2,459417590,2,2,6.284632,1618.332,2.093007,0
459418974_1,459418974,1,1,12.4392,1615.332,14.42393,0
459423248_1,459423248,1,1,0.4501824,1613.061,1.564285,0
460430741_1,460430741,2,1,7.840964,1615.478,3.503438,1
460430741_2,460430741,2,2,19.43129,1620.91,14.77283,0
460467253_1,460467253,1,1,13.44143,1625.945,3.325053,1
371366416_1,371366416,2,1,15.30456,1625.95,17.41195,0
371366416_2,371366416,2,2,0.6510898,1612.863,0.8700645,1
461369186_1,461369186,1,1,5.46805,1617.377,2.829461,1
461390009_1,461390009,1,1,9.376849,1613.633,4.946958,1
462176735_1,462176735,2,1,4.381387,1615.279,0.6580834,1
462176735_2,462176735,2,2,4.381088,1613.113,0.5991336,1
462179476_1,462179476,1,1,1.438058,1613.486,1.291019,1
462187276_1,462187276,1,1,15.13167,1626.108,10.86389,0
462218195_1,462218195,1,1,24.01772,1617.395,10.23882,0
462240303_1,462240303,4,1,2.997882,1614.773,1.5,0
462240303_2,462240303,4,2,2.997664,1613.863,1.913421,0
462240303_3,462240303,4,3,2.996179,1614.078,2.182441,0
462240303_4,462240303,4,4,2.999069,1614.412,6.434523,0
462242624_1,462242624,2,1,6.796047,1613.547,1.905134,0
462242624_2,462242624,2,2,6.793919,1615.743,1.174708,0
462246734_1,462246734,1,1,17.18797,1623.176,21.51919,0
462254955_1,462254955,1,1,13.96081,1626.644,11.36568,0
382657355_1,382657355,2,1,4.131945,1615.5,1.5,0
382657355_2,382657355,2,2,4.131706,1613.622,1.920459,0
462257373_1,462257373,1,1,20.83333,1620.523,10.5,0
462275138_1,462275138,2,1,2.301249,1614.579,3.537262,0
462275138_2,462275138,2,2,2.301644,1613.222,3.774452,0
462281411_1,462281411,3,1,11.46854,1614.646,3.115758,0
462281411_2,462281411,3,2,19.43076,1620.717,2.067482,0
462281411_3,462281411,3,3,4.910252,1614.796,2.50095,0
462308226_1,462308226,2,1,9.200264,1614.843,2.9327,0
462308226_2,462308226,2,2,9.193342,1619.072,3.240128,0
462309011_1,462309011,1,1,0.92672,1613.135,0.8170721,1
462312311_1,462312311,1,1,13.98792,1626.661,8.463085,0
462317419_1,462317419,1,1,3.764594,1613.951,3.337598,1
20939569_1,20939569,2,1,7.392216,1613.333,2.106841,0
20939569_2,20939569,2,2,7.3927,1617.054,1.84542,0
20980934_1,20980934,1,1,1.781492,1613.781,3.152059,1
32260440_1,32260440,1,1,24.74159,1615.819,4.368047,0
393115249_1,393115249,2,1,3.441922,1615.836,3.475522,0
393115249_2,393115249,2,2,3.44114,1616.124,6.994423,0
32263735_1,32263735,1,1,13.96674,1626.731,3.230417,0
32285930_1,32285930,1,1,14.43304,1623.908,4.26389,1
32309405_1,32309405,1,1,3.446796,1613.387,4.058417,1
32412905_1,32412905,1,1,14.20346,1626.746,3.454089,0
32475189_1,32475189,2,1,9.948627,1619.699,4.101194,0
32475189_2,32475189,2,2,9.948089,1612.92,3.612376,0
32491788_1,32491788,2,1,2.727227,1612.988,1.718904,0
32491788_2,32491788,2,2,2.727429,1614.646,1.994774,0
32537323_1,32537323,2,1,5.437785,1614.738,5.501354,0
32537323_2,32537323,2,2,5.437358,1617.124,5.42218,0
32543161_1,32543161,1,1,2.090651,1613.771,3.112569,0
36949836_1,36949836,1,1,3.912888,1615.39,3.062742,1
36951651_1,36951651,1,1,0.5837034,1613.039,1.536545,1
393116102_1,393116102,2,1,4.773781,1614.885,7.255585,1
393116102_2,393116102,2,2,4.774134,1617.465,2.500286,1
36982626_1,36982626,4,1,5.163393,1613.299,2.12254,0
36982626_2,36982626,4,2,13.67451,1613.326,1.702171,0
36982626_3,36982626,4,3,5.164721,1615.744,2.721828,0
36982626_4,36982626,4,4,14.23372,1626.72,2.201531,0
36985301_1,36985301,1,1,12.29132,1622.65,4.955252,1
37124742_1,37124742,1,1,13.85076,1626.626,3.332921,0
37127406_1,37127406,1,1,28.1935,1613.172,6.784019,0
37147987_1,37147987,1,1,13.86587,1626.247,20.36879,1
37149743_1,37149743,1,1,28.48312,1612.957,10.40242,0
37151179_1,37151179,1,1,4.040984,1613.802,2.353614,1
37174533_1,37174533,1,1,2.388748,1612.923,1.095769,1
37174705_1,37174705,2,1,14.24867,1626.717,1.587278,0
37174705_2,37174705,2,2,14.00886,1626.655,21.24896,0
37227918_1,37227918,2,1,2.54795,1613.904,2.349414,0
37227918_2,37227918,2,2,2.547933,1615.317,2.002706,0
393128314_1,393128314,1,1,8.238527,1613.299,2.008853,1
37227921_1,37227921,3,1,2.548038,1613.903,2.359808,0
37227921_2,37227921,3,2,2.547856,1615.317,1.935141,0
37227921_3,37227921,3,3,2.084013,1613.3,0.9991902,0
46174351_1,46174351,3,1,7.842394,1618.412,6.589866,0
46174351_2,46174351,3,2,7.842148,1614.874,5.321161,0
46174351_3,46174351,3,3,13.93222,1613.258,7.438092,0
46251419_1,46251419,1,1,7.553261,1616.799,4.228687,1
46300333_1,46300333,1,1,14.06737,1626.555,12.38515,0
46304121_1,46304121,2,1,3.105508,1615.801,1,0
46304121_2,46304121,2,2,3.105751,1613.666,5.529049,0
46372909_1,46372909,3,1,14.24178,1626.637,5.639684,0
46372909_2,46372909,3,2,8.643512,1619.348,4.361195,0
46372909_3,46372909,3,3,8.661655,1614.949,2.496383,0
46374953_1,46374953,1,1,9.626233,1620.284,3.728422,1
46375184_1,46375184,1,1,27.95394,1613.25,6.492734,0
46376720_1,46376720,2,1,13.65966,1613.346,1.504986,0
46376720_2,46376720,2,2,14.75304,1626.739,3.985515,0
49461827_1,49461827,2,1,4.173253,1617.033,2.986663,0
49461827_2,49461827,2,2,4.17265,1615,1.876982,0
446176915_1,446176915,2,1,9.519686,1614.507,3.000364,0
446176915_2,446176915,2,2,9.519527,1619.867,2.987583,0
49660197_1,49660197,3,1,9.42162,1614.523,1.145518,1
49660197_2,49660197,3,2,1.652331,1613.71,0.6650442,1
49660197_3,49660197,3,3,14.95571,1622.57,1.157974,1
49661682_1,49661682,1,1,6.177719,1613.905,2.483327,1
49664946_1,49664946,1,1,14.09978,1626.522,15.78561,0
49728689_1,49728689,1,1,14.03476,1626.541,9.881883,0
49781220_1,49781220,1,1,14.11563,1626.775,5.300121,0
49806117_1,49806117,2,1,9.710526,1618.116,6.230538,0
49806117_2,49806117,2,2,9.703615,1614.67,5.873336,0
54487678_1,54487678,2,1,9.109122,1620.627,5.724108,0
54487678_2,54487678,2,2,9.110195,1616.395,6.810326,0
54490444_1,54490444,4,1,0.670933,1613.011,0.6487862,0
54490444_2,54490444,4,2,0.6718212,1613.309,1.758128,0
54490444_3,54490444,4,3,0.2235944,1612.923,1.410905,0
54490444_4,54490444,4,4,0.670904,1613.474,0.8239403,0
54536596_1,54536596,1,1,27.42538,1613.554,1.659632,1
54615770_1,54615770,2,1,3.590059,1613.12,1.37284,0
54615770_2,54615770,2,2,3.590095,1614.829,2.125447,0
446177776_1,446177776,1,1,14.36209,1626.615,1.498897,1
54695634_1,54695634,1,1,13.89413,1626.692,2.983502,0
54954418_1,54954418,1,1,14.45166,1626.574,23.54368,0
71861373_1,71861373,1,1,13.45258,1613.67,11.66191,0
79392957_1,79392957,1,1,14.67808,1626.325,16.36425,0
168454204_1,168454204,1,1,13.91573,1626.222,21.23439,0
168454205_1,168454205,1,1,13.89602,1626.22,21.87041,0
168574780_1,168574780,1,1,13.95146,1626.437,12.63897,0
168575864_1,168575864,1,1,8.943164,1618.58,2.471285,1
180349353_1,180349353,1,1,13.96529,1613.271,10.42453,0
180350944_1,180350944,2,1,12.10704,1619.525,7.692459,0
180350944_2,180350944,2,2,12.07738,1620.422,4.669431,0
446178336_1,446178336,1,1,5.347039,1614.286,3.447974,1
180356672_1,180356672,1,1,13.96552,1626.541,7.385937,0
180357037_1,180357037,2,1,9.026299,1614.788,2.83888,0
180357037_2,180357037,2,2,9.025872,1619.866,2.521962,0
180421166_1,180421166,1,1,6.27932,1616.607,3.322131,1
187316586_1,187316586,2,1,19.67757,1621.793,5.250021,1
187316586_2,187316586,2,2,21.37427,1619.514,7.18944,1
187316670_1,187316670,1,1,14.74336,1626.466,10.49902,0
187346925_1,187346925,1,1,13.95195,1626.729,15.58556,0
187410382_1,187410382,1,1,4.783012,1613.061,3.828485,0
188251407_1,188251407,2,1,5.379896,1615.928,1.713729,0
188251407_2,188251407,2,2,5.380097,1612.962,1.792974,0
188294562_1,188294562,1,1,7.963691,1616.174,4.084471,1
188296573_1,188296573,1,1,14.73519,1615.537,1.421469,1
52798869_1,52798869,1,1,5.343521,1617.822,1.270984,1
52799783_1,52799783,2,1,7.85981,1613.055,6.616913,0
52799783_2,52799783,2,2,7.859416,1616.47,6.452623,0
135518069_1,135518069,2,1,14.42259,1626.961,3.209745,0
135518069_2,135518069,2,2,13.73949,1626.46,15.0104,0
150486675_1,150486675,1,1,2.282352,1614.919,2.641857,1
150551567_1,150551567,1,1,2.940117,1615.788,2.698068,0
150584743_1,150584743,4,1,9.881874,1622.52,10.62728,0
150584743_2,150584743,4,2,9.881066,1617.087,12.14429,0
150584743_3,150584743,4,3,2.939078,1615.795,4.327714,0
150584743_4,150584743,4,4,14.48962,1625.948,10.72504,0
159327603_1,159327603,1,1,0.2966922,1613.057,0.6138628,0
159412140_1,159412140,1,1,13.9792,1613.193,7.464314,0
230229336_1,230229336,2,1,19.43591,1619.748,4.047951,1
230229336_2,230229336,2,2,16.11953,1613.39,1.629847,1
236009245_1,236009245,2,1,0.4754817,1613.102,0.5,0
236009245_2,236009245,2,2,13.9374,1626.319,16.71336,0
236739720_1,236739720,1,1,28.16591,1613.127,6.60663,0
236740417_1,236740417,2,1,7.107853,1615.654,2.032279,0
236740417_2,236740417,2,2,14.41847,1612.966,12.51242,0
236743062_1,236743062,1,1,0.5745178,1613.255,0.7840305,1
135573856_1,135573856,1,1,27.92778,1613.212,10.5,0
236753559_1,236753559,1,1,2.410486,1614.343,6.758016,0
257187179_1,257187179,1,1,1.389836,1612.995,1.820625,0
257398687_1,257398687,1,1,0.6869743,1613.526,1,0
257398691_1,257398691,1,1,0.6870955,1613.531,0.6512276,0
257456864_1,257456864,1,1,17.4515,1613.057,7.034103,0
257495075_1,257495075,1,1,2.936648,1612.862,2.668855,0
257582735_1,257582735,1,1,2.490785,1613.771,2.566884,1
257633414_1,257633414,1,1,22.19988,1619.173,10.69909,0
257648522_1,257648522,3,1,13.93425,1619.843,3.770351,1
257648522_2,257648522,3,2,2.934712,1612.9,2.685921,0
257648522_3,257648522,3,3,13.95476,1626.754,3.894452,1
257715673_1,257715673,1,1,2.939453,1615.779,2.991639,0
135595831_1,135595831,1,1,14.21782,1612.929,5.184017,0
135596511_1,135596511,2,1,5.055978,1614.277,14.85891,0
135596511_2,135596511,2,2,5.05628,1616.926,14.20551,0
135652224_1,135652224,1,1,13.95922,1626.454,12.89054,0
135720696_1,135720696,1,1,14.22853,1626.88,9.930188,0
135819633_1,135819633,3,1,6.197946,1617.833,2.654763,1
135819633_2,135819633,3,2,6.198342,1614.15,3.759869,1
135819633_3,135819633,3,3,6.577334,1613.826,2.027436,1
135888457_1,135888457,1,1,4.38779,1616.516,4.062263,0
135888652_1,135888652,1,1,14.10311,1626.783,5.464362,0
136020790_1,136020790,3,1,5.628737,1612.96,4.828899,1
136020790_2,136020790,3,2,14.75279,1624.814,7.413638,1
136020790_3,136020790,3,3,2.924513,1613.153,3.890583,1
52988782_1,52988782,2,1,4.056536,1616.157,4.909971,0
52988782_2,52988782,2,2,4.056604,1614.363,3.188934,0
152753879_1,152753879,1,1,4.845608,1613.519,2.132278,0
152754629_1,152754629,1,1,14.00272,1626.571,4.635936,0
152754732_1,152754732,1,1,3.431707,1615.121,1.248829,1
152818551_1,152818551,1,1,13.96152,1626.695,1.710688,0
152859121_1,152859121,3,1,13.95873,1626.563,6.296474,0
152859121_2,152859121,3,2,13.96786,1613.375,15.58375,0
152859121_3,152859121,3,3,1.481168,1613.9,2.53809,1
153178103_1,153178103,2,1,1.482605,1613.892,2.416686,0
153178103_2,153178103,2,2,14.2392,1626.885,13.10842,0
153208228_1,153208228,1,1,14.53669,1626.024,6.097534,0
153259748_1,153259748,1,1,1.482155,1613.897,2.103008,0
153395686_1,153395686,1,1,13.98213,1626.556,24.65829,0
153447677_1,153447677,1,1,1.092568,1613.12,1.712653,1
52992151_1,52992151,2,1,13.95976,1613.046,1.040787,0
52992151_2,52992151,2,2,14.7482,1625.37,14.99161,0
153447930_1,153447930,2,1,24.1883,1616.724,3.356551,0
153447930_2,153447930,2,2,13.96276,1626.709,1.714496,0
153451577_1,153451577,1,1,0.2189428,1612.943,0.5,0
153528763_1,153528763,1,1,7.578439,1617.654,1.27249,1
153533460_1,153533460,1,1,14.15031,1626.759,4.281577,0
153601274_1,153601274,2,1,14.8306,1617.833,4.713256,1
153601274_2,153601274,2,2,13.8785,1626.64,28.7526,0
153608253_1,153608253,2,1,3.616577,1614.288,15.13614,0
153608253_2,153608253,2,2,13.95849,1613.049,1.427515,0
157575040_1,157575040,1,1,14.22506,1626.723,1.988708,0
157575132_1,157575132,1,1,14.23218,1626.712,2.007398,0
163625814_1,163625814,2,1,1.482564,1613.893,2.076924,1
163625814_2,163625814,2,2,13.66005,1613.863,8.832964,0
163720872_1,163720872,1,1,13.90613,1626.707,7.11953,0
57990559_1,57990559,1,1,14.23605,1626.717,1.781297,0
163783219_1,163783219,1,1,3.574799,1614.828,1.726511,0
163849199_1,163849199,1,1,9.256525,1614.625,7.992237,1
163912878_1,163912878,1,1,6.961156,1615.144,3.526149,1
163941156_1,163941156,2,1,5.281094,1615.296,4.139631,0
163941156_2,163941156,2,2,5.281667,1617.056,3.619526,0
163941802_1,163941802,2,1,2.342894,1614.322,1.624955,0
163941802_2,163941802,2,2,2.342626,1615.148,1.685815,0
163943265_1,163943265,2,1,7.108664,1617.803,5.554485,0
163943265_2,163943265,2,2,7.101403,1614.529,9.40261,0
181279902_1,181279902,1,1,15.46901,1615.784,2.261086,1
181291655_1,181291655,3,1,9.801738,1613.429,6.430152,0
181291655_2,181291655,3,2,9.802077,1618.032,6.547458,0
181291655_3,181291655,3,3,13.96378,1613.041,1.2249,0
181292297_1,181292297,1,1,0.3534087,1612.994,0.5289044,0
181295817_1,181295817,1,1,14.01796,1626.514,21.50674,0
58361807_1,58361807,1,1,20.49488,1614.408,8.696645,1
181417688_1,181417688,3,1,0.2946189,1613.008,1,0
181417688_2,181417688,3,2,0.2945957,1613.118,0.9332897,0
181417688_3,181417688,3,3,6.598521,1618.608,6.938512,0
181436192_1,181436192,1,1,13.95087,1626.564,22.30984,0
181532011_1,181532011,2,1,1.482744,1613.89,2.799572,0
181532011_2,181532011,2,2,14.96738,1626.502,9.211223,0
181589885_1,181589885,1,1,9.065351,1615.453,2.311323,0
181607748_1,181607748,1,1,28.37361,1612.982,15,0
181609848_1,181609848,1,1,14.0044,1626.479,24.68275,0
182044759_1,182044759,2,1,24.63364,1616.034,1.365306,0
182044759_2,182044759,2,2,14.25942,1626.713,2.088799,0
193512223_1,193512223,2,1,8.053827,1616.761,1.481344,1
